Date,Close,High,Low,Open,Volume,returns
2000-02-25,7738.68017578125,7776.83984375,7640.68994140625,7668.7001953125,34635700,0.012764208755446
2000-02-28,7587.1298828125,7747.3701171875,7492.22998046875,7732.89990234375,31880900,-0.0197777778006837
2000-02-29,7644.5498046875,7700.35986328125,7590.89990234375,7590.89990234375,32169600,0.0075395747621606
2000-03-01,7727.93017578125,7769.009765625,7618.60009765625,7645.2998046875,42756100,0.0108481115463712
2000-03-02,7945.77001953125,7950.66015625,7639.93017578125,7720.89990234375,39182700,0.0277986524058209
2000-03-03,7960.02978515625,8022.47998046875,7874.56982421875,7952.27978515625,34621900,0.0017930276528647
2000-03-06,7975.77978515625,8030.58984375,7925.2001953125,7960.08984375,21754400,0.0019766808907692
2000-03-07,8064.97021484375,8136.16015625,7922.31982421875,7971.22998046875,54968200,0.0111205958387053
2000-03-08,7987.0,8097.68017578125,7949.3798828125,8069.97998046875,51946300,-0.0097147984973138
2000-03-09,7949.14990234375,8084.919921875,7877.18994140625,7984.2099609375,58145700,-0.004750227509286
2000-03-10,7975.9501953125,8076.31005859375,7952.509765625,7952.509765625,43501700,0.0033657958951813
2000-03-13,7693.85009765625,7991.06982421875,7630.31005859375,7977.06005859375,36691900,-0.0360094671992637
2000-03-14,7650.0498046875,7757.02978515625,7630.10009765625,7695.7900390625,36090800,-0.0057091628879649
2000-03-15,7414.4599609375,7633.2001953125,7411.759765625,7633.2001953125,50854600,-0.0312800159183514
2000-03-16,7583.9599609375,7648.27978515625,7416.64013671875,7416.64013671875,64686400,0.022603343210968
2000-03-17,7710.919921875,7834.5400390625,7574.52001953125,7594.990234375,510195600,0.0166020103494726
2000-03-20,7872.3798828125,7887.97021484375,7716.240234375,7716.240234375,36561300,0.0207229201806903
2000-03-21,7807.93017578125,7865.47998046875,7735.740234375,7865.47998046875,36723000,-0.0082205096368594
2000-03-22,7798.6201171875,7949.72021484375,7787.08984375,7827.56005859375,42040400,-0.0011930964272525
2000-03-23,7694.77978515625,7873.02978515625,7677.080078125,7803.68994140625,35765700,-0.0134046610246616
2000-03-24,7932.419921875,7932.419921875,7706.5,7706.5,37364200,0.0304160005146392
2000-03-27,7892.490234375,7939.919921875,7832.06005859375,7932.7099609375,27355300,-0.005046445363063
2000-03-28,7931.93017578125,8031.2099609375,7880.1201171875,7891.14990234375,36665900,0.0049847036477211
2000-03-29,7864.759765625,7963.7001953125,7859.43994140625,7930.81982421875,34020800,-0.0085044164628325
2000-03-30,7644.89013671875,7849.52978515625,7610.509765625,7834.56005859375,37167300,-0.0283545226324101
2000-03-31,7599.39013671875,7704.27978515625,7522.7001953125,7649.8798828125,31848800,-0.0059694697680952
2000-04-03,7429.22021484375,7641.52978515625,7404.3701171875,7599.77978515625,33911400,-0.0226470965778082
2000-04-04,7522.7998046875,7566.919921875,7430.18017578125,7431.419921875,36855400,0.0125174807969701
2000-04-05,7330.77001953125,7538.72021484375,7205.85986328125,7502.08984375,60250600,-0.0258578223283537
2000-04-06,7446.2099609375,7480.1298828125,7325.72021484375,7345.009765625,39723900,0.0156246120742236
2000-04-07,7522.2001953125,7533.35986328125,7399.81005859375,7470.39013671875,32410500,0.0101535014637922
2000-04-10,7516.9501953125,7614.81005859375,7507.93017578125,7534.91015625,25443200,-0.0006981777662829
2000-04-11,7442.66015625,7513.1201171875,7366.490234375,7513.1201171875,30739300,-0.0099321637433718
2000-04-12,7443.06982421875,7517.75,7414.3798828125,7438.259765625,31079400,5.504170361704886e-05
2000-04-13,7449.06005859375,7450.39013671875,7302.81982421875,7421.06005859375,29740400,0.0008044832734079
2000-04-14,7214.830078125,7440.0498046875,7168.89990234375,7440.0498046875,35422600,-0.0319492170470035
2000-04-17,7187.14013671875,7201.66015625,6890.9599609375,7201.66015625,42838900,-0.0038453038178288
2000-04-18,7196.490234375,7305.02978515625,7094.919921875,7186.18017578125,35278900,0.0013001027879657
2000-04-19,7216.7099609375,7305.93994140625,7146.52001953125,7204.330078125,36723700,0.002805725245303
2000-04-20,7157.9501953125,7242.7998046875,7157.9501953125,7216.22021484375,36197300,-0.0081755105543766
2000-04-25,7280.509765625,7317.06005859375,7096.3798828125,7164.14990234375,24567300,0.0169772280936657
2000-04-26,7388.5498046875,7444.27978515625,7293.10009765625,7293.10009765625,25812200,0.0147305956698327
2000-04-27,7221.740234375,7413.81982421875,7156.830078125,7386.60986328125,31659700,-0.022835524624062
2000-04-28,7414.68017578125,7436.4501953125,7223.27001953125,7223.27001953125,36743900,0.0263658890469371
2000-05-02,7555.919921875,7561.669921875,7405.7001953125,7407.52978515625,26185100,0.0188695090306348
2000-05-03,7376.93017578125,7571.72021484375,7362.75,7547.91015625,28208500,-0.0239737648976397
2000-05-04,7386.7099609375,7419.740234375,7321.43017578125,7388.68017578125,27541100,0.0013248475980393
2000-05-05,7530.81982421875,7530.81982421875,7333.47998046875,7391.6201171875,27822900,0.0193214759521101
2000-05-08,7408.08984375,7532.97021484375,7383.22021484375,7532.97021484375,22863000,-0.0164312850773048
2000-05-09,7280.5400390625,7407.9501953125,7225.18017578125,7407.89013671875,36154000,-0.0173675845591405
2000-05-10,7120.85986328125,7313.27001953125,7102.58984375,7273.56005859375,35850600,-0.0221765552003284
2000-05-11,7259.47998046875,7277.56005859375,7013.7001953125,7111.27978515625,37107300,0.0192797127898055
2000-05-12,7269.27978515625,7331.02978515625,7206.08984375,7269.8701171875,22620900,0.0013490217102874
2000-05-15,7195.14990234375,7278.02978515625,7188.25,7266.080078125,23454500,-0.0102500455864868
2000-05-16,7371.06005859375,7398.47998046875,7203.580078125,7203.580078125,32736200,0.0241543557708364
2000-05-17,7211.509765625,7378.56982421875,7197.830078125,7370.18017578125,31268100,-0.0218832019169242
2000-05-18,7181.580078125,7258.60986328125,7158.5400390625,7214.5,28888200,-0.0041589027741417
2000-05-19,6989.02978515625,7182.4599609375,6958.919921875,7182.4599609375,40357800,-0.0271776792350383
2000-05-22,6912.9599609375,7040.56982421875,6818.7001953125,6983.4599609375,34791300,-0.0109438411093636
2000-05-23,6927.68994140625,7017.240234375,6883.39013671875,6918.93017578125,32116400,0.0021285107468121
2000-05-24,6834.8798828125,6920.14013671875,6794.080078125,6920.14013671875,42809500,-0.0134875196598749
2000-05-25,6978.8701171875,6998.31005859375,6846.3701171875,6846.3701171875,37346200,0.0208481331599861
2000-05-26,6938.330078125,6972.2099609375,6833.10986328125,6969.009765625,32889400,-0.0058259065269239
2000-05-29,7016.66015625,7029.7998046875,6956.14013671875,6956.14013671875,17218400,0.0112262207936383
2000-05-30,7119.259765625,7150.5,7024.60009765625,7024.60009765625,30931400,0.0145164109074963
2000-05-31,7109.669921875,7213.97998046875,7101.14013671875,7127.259765625,35084200,-0.0013479362696453
2000-06-01,7272.759765625,7277.52001953125,7117.56982421875,7117.56982421875,17178500,0.0226800113916232
2000-06-02,7438.9501953125,7460.509765625,7246.169921875,7286.18994140625,35535900,0.0225939064695205
2000-06-05,7408.02001953125,7486.39990234375,7354.83984375,7456.22021484375,25672600,-0.0041665363477368
2000-06-06,7359.7998046875,7464.759765625,7298.22998046875,7404.77978515625,34579200,-0.0065304678399739
2000-06-07,7292.97998046875,7363.66015625,7241.580078125,7363.66015625,28906300,-0.0091204929562148
2000-06-08,7243.1298828125,7390.5,7211.97021484375,7293.740234375,33310400,-0.0068588217276308
2000-06-09,7254.52978515625,7354.31982421875,7229.330078125,7246.4599609375,25554400,0.0015726544772598
2000-06-12,7235.64013671875,7315.0498046875,7224.72021484375,7251.2900390625,6569700,-0.0026072377673746
2000-06-13,7268.91015625,7307.33984375,7173.64013671875,7222.77001953125,25655400,0.0045875366292493
2000-06-14,7350.93994140625,7374.60009765625,7251.22998046875,7292.77001953125,30086400,0.0112218176568451
2000-06-15,7328.6201171875,7388.240234375,7324.60009765625,7347.75,33370300,-0.0030409414627612
2000-06-16,7131.39990234375,7368.56982421875,7131.39990234375,7344.43994140625,249183400,-0.0272796918764136
2000-06-19,7198.7998046875,7225.33984375,7134.169921875,7134.169921875,56438500,0.0094067634399155
2000-06-20,7227.27001953125,7270.2001953125,7201.8798828125,7207.58984375,35733000,0.0039470558721397
2000-06-21,7100.08984375,7240.009765625,7090.5,7227.0498046875,35718500,-0.0177539361892883
2000-06-22,7053.669921875,7172.85986328125,7028.33984375,7112.14990234375,22107900,-0.0065594003404263
2000-06-23,6980.41015625,7081.580078125,6976.97021484375,7056.81982421875,30245800,-0.0104403609877926
2000-06-26,7027.18994140625,7085.27001953125,6975.06982421875,6986.89013671875,27780300,0.0066792253836255
2000-06-27,7048.9599609375,7064.43994140625,6966.4501953125,7029.5498046875,28744300,0.0030931805983623
2000-06-28,7056.0498046875,7072.64013671875,7010.669921875,7050.83984375,32441300,0.0010052944967639
2000-06-29,6874.5400390625,7058.0,6851.83984375,7055.419921875,36792100,-0.0260606392616254
2000-06-30,6898.2099609375,6935.18017578125,6866.85009765625,6882.93994140625,31070700,0.0034372140899824
2000-07-03,6958.9599609375,6962.02001953125,6842.60986328125,6912.97021484375,32797800,0.0087680802852409
2000-07-04,6944.35986328125,6976.080078125,6881.14013671875,6958.39990234375,36053500,-0.0021002326361711
2000-07-05,6961.72998046875,7090.10986328125,6946.72998046875,6946.72998046875,37171100,0.0024982042280202
2000-07-06,6951.08984375,6978.93017578125,6905.240234375,6947.2099609375,37202900,-0.0015295445391475
2000-07-07,7052.22021484375,7052.22021484375,6919.93994140625,6957.009765625,35644700,0.0144440320039703
2000-07-10,7070.81982421875,7126.0400390625,7031.330078125,7052.68017578125,27632200,0.0026339400124435
2000-07-11,7003.97998046875,7069.490234375,6955.580078125,7068.08984375,27799300,-0.009497875229951
2000-07-12,7065.97021484375,7100.35986328125,7011.68017578125,7015.83984375,33775100,0.008811777530001
2000-07-13,7195.990234375,7196.16015625,7008.9599609375,7073.81005859375,36501900,0.0182336253468209
2000-07-14,7318.3798828125,7342.22021484375,7173.419921875,7193.22998046875,49333300,0.0168650169954257
2000-07-17,7430.7001953125,7430.7001953125,7320.10009765625,7320.10009765625,36001200,0.0152311172358365
2000-07-18,7406.91015625,7449.77978515625,7355.31005859375,7417.02001953125,27086600,-0.0032067238436715
2000-07-19,7366.56982421875,7406.240234375,7321.27001953125,7406.240234375,33656500,-0.0054611956486779
2000-07-20,7480.14013671875,7491.7998046875,7303.91015625,7364.64013671875,46348800,0.0152993529308047
2000-07-21,7373.259765625,7503.31982421875,7373.14990234375,7481.18994140625,34916700,-0.0143916162673866
2000-07-24,7328.31005859375,7428.169921875,7308.4501953125,7377.97998046875,55092900,-0.0061149724329066
2000-07-25,7329.0400390625,7358.64013671875,7294.06005859375,7323.240234375,49734100,9.960606310000834e-05
2000-07-26,7302.1201171875,7368.33984375,7250.22021484375,7330.14013671875,45751300,-0.0036798110285741
2000-07-27,7183.43994140625,7333.02001953125,7170.81005859375,7291.14013671875,36934500,-0.0163863641980183
2000-07-28,7128.2998046875,7222.10986328125,7076.3701171875,7188.6298828125,41480700,-0.0077056193772033
2000-07-31,7190.3701171875,7251.8798828125,7112.93994140625,7135.39013671875,34593200,0.0086698976430203
2000-08-01,7145.52978515625,7244.5498046875,7094.93017578125,7194.02978515625,31558900,-0.0062556907577702
2000-08-02,7112.4501953125,7197.31982421875,7068.9599609375,7151.5,35868000,-0.0046401592991871
2000-08-03,7037.91015625,7113.080078125,6954.60009765625,7113.080078125,40296800,-0.0105355237163744
2000-08-04,7016.58984375,7112.97021484375,7007.2099609375,7040.25,34104900,-0.0030339505288978
2000-08-07,7113.22021484375,7135.27978515625,7020.64990234375,7020.64990234375,31987000,0.0136777319947914
2000-08-08,7123.81005859375,7194.22021484375,7079.740234375,7110.47021484375,46445600,0.0014876481259981
2000-08-09,7226.7099609375,7268.64013671875,7129.7001953125,7129.7001953125,46119900,0.0143411759030966
2000-08-10,7280.97021484375,7318.93994140625,7213.3798828125,7228.7001953125,40226200,0.0074802458084877
2000-08-11,7322.97998046875,7327.22021484375,7225.02978515625,7289.259765625,32923700,0.0057532216884464
2000-08-14,7331.669921875,7369.009765625,7297.02978515625,7323.8701171875,24545100,0.0011859638384674
2000-08-15,7307.43017578125,7380.18994140625,7276.0400390625,7336.72998046875,24001300,-0.0033116473123578
2000-08-16,7315.27001953125,7363.64013671875,7291.009765625,7314.56982421875,37171700,0.0010722841057353
2000-08-17,7278.43017578125,7336.22998046875,7214.68017578125,7320.68994140625,37181400,-0.0050487431577053
2000-08-18,7232.419921875,7320.60986328125,7216.6201171875,7286.31982421875,35111400,-0.0063415179383412
2000-08-21,7199.33984375,7258.8701171875,7147.14990234375,7233.740234375,27588300,-0.0045843523724399
2000-08-22,7249.2001953125,7282.2099609375,7208.39013671875,7208.39013671875,31712100,0.0069018114428679
2000-08-23,7232.77978515625,7263.5498046875,7157.85009765625,7257.33984375,37931200,-0.0022677033410066
2000-08-24,7230.259765625,7279.2001953125,7213.2001953125,7233.77978515625,32745400,-0.0003484771714691
2000-08-25,7307.169921875,7333.08984375,7232.3701171875,7232.3701171875,33264900,0.0105810828281636
2000-08-28,7339.22021484375,7395.81005859375,7310.2900390625,7320.93017578125,25585900,0.0043765520142122
2000-08-29,7294.39990234375,7355.580078125,7277.169921875,7342.0400390625,28843600,-0.0061256821338853
2000-08-30,7185.56005859375,7292.4599609375,7176.240234375,7292.4599609375,31863300,-0.0150334522879173
2000-08-31,7216.4501953125,7251.31005859375,7168.52001953125,7191.0,34500100,0.0042897044986147
2000-09-01,7344.669921875,7397.1201171875,7221.41015625,7221.41015625,47210000,0.0176117001568554
2000-09-04,7445.56005859375,7453.35986328125,7355.740234375,7355.740234375,31383800,0.0136430199873824
2000-09-05,7395.06982421875,7456.7099609375,7369.35986328125,7448.080078125,33648700,-0.006804351240926
2000-09-06,7333.02001953125,7434.02001953125,7315.14990234375,7397.0498046875,33556300,-0.0084260990351015
2000-09-07,7373.33984375,7383.60009765625,7283.7900390625,7327.66015625,35205000,0.0054833317854277
2000-09-08,7267.77001953125,7393.8798828125,7248.93994140625,7373.89990234375,32636900,-0.0144212638025853
2000-09-11,7214.4501953125,7273.2998046875,7196.64013671875,7267.68017578125,27573000,-0.0073635208346043
2000-09-12,7135.75,7213.18017578125,7129.02978515625,7213.18017578125,35545800,-0.0109686252846178
2000-09-13,7006.259765625,7169.52978515625,6994.18017578125,7134.56005859375,40399400,-0.0183133593495862
2000-09-14,7048.5,7101.5,7006.64013671875,7010.7001953125,43667400,0.0060108265467001
2000-09-15,6999.5400390625,7077.580078125,6976.41015625,7048.8798828125,132646100,-0.0069703900377984
2000-09-18,6891.68994140625,6977.25,6873.39990234375,6959.93017578125,41316600,-0.0155281087256583
2000-09-19,6937.740234375,6937.81982421875,6839.2998046875,6865.8701171875,37007200,0.0066597773859964
2000-09-20,6765.22998046875,6973.31005859375,6726.4599609375,6953.25,40836300,-0.0251798501717692
2000-09-21,6682.919921875,6817.08984375,6581.93017578125,6774.259765625,58925800,-0.0122412505844327
2000-09-22,6740.25,6740.25,6468.4599609375,6677.830078125,61786000,0.0085420101292745
2000-09-25,6788.68994140625,6827.06982421875,6739.27978515625,6739.27978515625,42789200,0.007160967320969
2000-09-26,6765.0400390625,6827.89013671875,6726.240234375,6779.81005859375,38283700,-0.0034898033795816
2000-09-27,6814.06005859375,6857.47998046875,6716.83984375,6761.93017578125,44697700,0.0072199530337586
2000-09-28,6832.759765625,6846.990234375,6727.31982421875,6809.58984375,38882800,0.0027405240159612
2000-09-29,6798.1201171875,6884.6298828125,6771.66015625,6835.1298828125,34207100,-0.005082536608554
2000-10-02,6862.259765625,6906.830078125,6766.10009765625,6800.06982421875,31208300,0.0093906787852859
2000-10-04,6823.43017578125,6896.5400390625,6760.7099609375,6857.47998046875,47943600,-0.0056744956523714
2000-10-05,6892.490234375,6917.169921875,6819.1201171875,6819.1201171875,42862500,0.0100701433268646
2000-10-06,6776.39013671875,6921.080078125,6712.47998046875,6895.7099609375,44982500,-0.016987915117289
2000-10-09,6680.77978515625,6776.0400390625,6624.5498046875,6776.0400390625,36865700,-0.0142098169090352
2000-10-10,6673.14990234375,6726.4501953125,6655.509765625,6683.68994140625,43808800,-0.0011427173605537
2000-10-11,6561.6298828125,6668.93994140625,6467.2900390625,6668.93994140625,57637400,-0.0168529678386182
2000-10-12,6465.259765625,6649.25,6383.169921875,6569.85986328125,49142400,-0.01479583812692
2000-10-13,6661.2998046875,6661.2998046875,6385.5498046875,6452.10986328125,46712100,0.0298714396645396
2000-10-16,6627.25,6725.330078125,6578.77978515625,6668.1201171875,34409000,-0.0051246945238306
2000-10-17,6531.7099609375,6668.56005859375,6521.75,6622.009765625,46275100,-0.0145211655285462
2000-10-18,6483.0,6523.75,6297.490234375,6523.75,49552100,-0.0074854051336756
2000-10-19,6619.43017578125,6620.77978515625,6488.68994140625,6489.85009765625,51441700,0.0208259238853181
2000-10-20,6618.43017578125,6663.18017578125,6533.14990234375,6616.759765625,53850800,-0.000151081817657
2000-10-23,6620.8701171875,6651.10009765625,6542.8701171875,6614.18017578125,37771300,0.0003685906928433
2000-10-24,6802.81005859375,6835.16015625,6603.490234375,6617.72998046875,50917500,0.0271089717777944
2000-10-25,6748.22021484375,6810.2998046875,6701.31005859375,6794.47998046875,43687200,-0.0080569724892596
2000-10-26,6767.89990234375,6858.10009765625,6718.5498046875,6749.009765625,42190900,0.0029120341098268
2000-10-27,6924.68017578125,6930.35986328125,6768.8701171875,6768.8701171875,46828600,0.0229010346524559
2000-10-30,6926.56982421875,6955.919921875,6880.18017578125,6921.330078125,31213500,0.0002728487969276
2000-10-31,7077.43994140625,7087.919921875,6928.68994140625,6928.68994140625,59944100,0.0215475363181641
2000-11-01,7059.06982421875,7114.2001953125,7015.52001953125,7093.83984375,42593100,-0.0025989622378231
2000-11-02,7088.64013671875,7135.89013671875,7048.8798828125,7067.7001953125,41119000,0.0041802320858675
2000-11-03,7128.27001953125,7152.4501953125,7072.3701171875,7092.02001953125,38970500,0.0055750490116574
2000-11-06,7136.2998046875,7185.66015625,7111.5,7139.93994140625,35207600,0.001125836404932
2000-11-07,7076.27978515625,7140.25,7028.7900390625,7140.25,40038400,-0.0084460918516247
2000-11-08,7008.64013671875,7130.2099609375,7004.93017578125,7075.81982421875,43374600,-0.0096046223599067
2000-11-09,6959.5,7019.56982421875,6930.2900390625,7005.2001953125,44935000,-0.0070360604870568
2000-11-10,6851.68994140625,7013.06982421875,6831.39990234375,6962.93994140625,42243600,-0.0156123040636612
2000-11-13,6742.10009765625,6839.97998046875,6690.60986328125,6839.97998046875,32943400,-0.0161238650412935
2000-11-14,6966.64990234375,6966.64990234375,6740.64013671875,6740.64013671875,43857000,0.0327630003572558
2000-11-15,6961.08984375,6976.6298828125,6882.0,6976.16015625,39567600,-0.000798415104026
2000-11-16,6842.10986328125,6950.93994140625,6805.14990234375,6950.93994140625,38767800,-0.017239905218956
2000-11-17,6752.2900390625,6839.919921875,6724.06982421875,6824.0,41539800,-0.0132144312212749
2000-11-20,6609.47998046875,6794.41015625,6598.419921875,6755.22998046875,34642000,-0.0213767332631586
2000-11-21,6678.06982421875,6679.8701171875,6571.56005859375,6594.8798828125,39337800,0.0103240181944512
2000-11-22,6510.5400390625,6669.75,6474.5,6669.75,41701100,-0.0254065892356385
2000-11-23,6601.0,6617.7900390625,6476.6298828125,6508.52978515625,33296100,0.0137987446176175
2000-11-24,6664.18017578125,6710.4501953125,6572.33984375,6607.97998046875,43548600,0.0095257889744701
2000-11-27,6696.91015625,6804.22021484375,6665.25,6665.25,34418000,0.0048993076349448
2000-11-28,6625.56005859375,6717.740234375,6603.60986328125,6696.7099609375,39055000,-0.0107113438705995
2000-11-29,6598.31982421875,6655.35986328125,6534.81982421875,6609.759765625,42182700,-0.0041198609101118
2000-11-30,6372.330078125,6598.06982421875,6361.43017578125,6598.06982421875,49755900,-0.0348498524912936
2000-12-01,6512.91015625,6542.72021484375,6379.259765625,6379.259765625,40803800,0.0218211928987434
2000-12-04,6408.10009765625,6507.64013671875,6343.4501953125,6507.64013671875,38538100,-0.0162235545658584
2000-12-05,6637.08984375,6637.08984375,6412.14990234375,6412.14990234375,43938600,0.0351107604965031
2000-12-06,6622.25,6721.89990234375,6606.43017578125,6641.509765625,63068000,-0.0022383995162721
2000-12-07,6566.080078125,6650.080078125,6495.259765625,6621.60986328125,44011600,-0.008518176475643
2000-12-08,6691.25,6745.91015625,6567.990234375,6567.990234375,45260600,0.0188836878439371
2000-12-11,6782.52001953125,6806.4501953125,6702.25,6702.25,46902200,0.0135480144659977
2000-12-12,6733.58984375,6813.2998046875,6733.58984375,6781.6201171875,47400200,-0.0072403065715859
2000-12-13,6620.2099609375,6797.85986328125,6585.18017578125,6741.58984375,41304500,-0.0169813250201946
2000-12-14,6469.9501953125,6617.4599609375,6449.580078125,6617.4599609375,47404500,-0.0229586749043571
2000-12-15,6331.2998046875,6455.2099609375,6331.2998046875,6455.2099609375,101077200,-0.021662855225712
2000-12-18,6390.25,6467.330078125,6337.81005859375,6337.81005859375,40737700,0.0092678357852051
2000-12-19,6479.27978515625,6505.75,6309.14013671875,6392.43994140625,44122900,0.0138359686663838
2000-12-20,6248.759765625,6467.06005859375,6226.64013671875,6467.06005859375,46977400,-0.0362263533642064
2000-12-21,6200.7099609375,6291.02001953125,6110.259765625,6240.1201171875,43424500,-0.0077192112330594
2000-12-22,6251.39990234375,6281.72998046875,6201.43994140625,6210.81005859375,23738900,0.0081416277186301
2000-12-27,6328.16015625,6357.759765625,6252.10986328125,6252.10986328125,23061400,0.0122041162444357
2000-12-28,6371.64013671875,6393.27001953125,6323.0,6337.06005859375,23484100,0.006847375447032
2000-12-29,6433.60986328125,6469.740234375,6364.10009765625,6376.10009765625,15815000,0.0096788755146527
2001-01-02,6289.81982421875,6439.22998046875,6289.81982421875,6431.14013671875,31868400,-0.0226033647448873
2001-01-03,6434.9599609375,6467.81982421875,6172.43994140625,6284.8701171875,47080000,0.02281319344841
2001-01-04,6376.5400390625,6556.93994140625,6356.919921875,6443.8701171875,71143100,-0.009119982327289
2001-01-05,6382.31005859375,6485.33984375,6344.16015625,6383.330078125,65345100,0.0009044733468053
2001-01-08,6392.169921875,6426.64013671875,6337.9501953125,6368.830078125,38720900,0.001543681661295
2001-01-09,6404.52001953125,6462.5,6354.97021484375,6408.06005859375,44576500,0.0019302025050503
2001-01-10,6320.06982421875,6413.56005859375,6293.490234375,6402.18994140625,45415500,-0.0132737379044459
2001-01-11,6465.2099609375,6477.66015625,6320.93994140625,6320.93994140625,51757400,0.0227052320193126
2001-01-12,6490.02978515625,6552.52001953125,6467.1201171875,6480.81982421875,60414000,0.0038316318448749
2001-01-15,6522.8701171875,6553.75,6481.169921875,6506.7001953125,36355600,0.0050473610028964
2001-01-16,6502.89013671875,6539.64013671875,6452.6201171875,6521.27978515625,42489100,-0.0030677666023178
2001-01-17,6653.3798828125,6668.669921875,6540.0400390625,6540.0400390625,62694300,0.0228782641070574
2001-01-18,6635.759765625,6661.1201171875,6587.509765625,6642.7001953125,51834200,-0.0026518086165328
2001-01-19,6651.52978515625,6737.18017578125,6632.81005859375,6644.419921875,65728700,0.0023737011036908
2001-01-22,6675.0,6688.830078125,6594.18994140625,6652.4599609375,50523700,0.0035223331937176
2001-01-23,6722.41015625,6722.41015625,6601.8798828125,6678.22021484375,47539900,0.007077540151569
2001-01-24,6706.669921875,6759.009765625,6690.72021484375,6723.2099609375,54771700,-0.0023442025055356
2001-01-25,6727.490234375,6775.259765625,6677.81005859375,6700.97021484375,49038500,0.0030996100876046
2001-01-26,6695.2001953125,6713.39990234375,6650.33984375,6713.39990234375,45901500,-0.0048112711114057
2001-01-29,6750.9599609375,6750.9599609375,6659.97998046875,6699.10009765625,36944800,0.0082938302992795
